origin_airport_icao,origin_airport_iata,origin_airport_name,origin_city,region,country_code,origin_lat,origin_long,timezone,destination_airport_icao,destination_airport_iata,destination_airport_name,destination_airport_shortName,destination_airport_municipalityName,dest_lat,dest_long,destination_airport_countryCode,daily_flights,flight_time,co2
EGAC,BHD,George Best Belfast City Airport,Belfast,Northern Ireland,GB,54.61809921,-5.872499943,Europe/London,EGKK,LGW,London Gatwick,London,Gatwick,51.1481,-0.190277,GB,2.0,01:30:00,42913.81565528721
EGAC,BHD,George Best Belfast City Airport,Belfast,Northern Ireland,GB,54.61809921,-5.872499943,Europe/London,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,0.29,01:05:00,32989.31302781081
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,7.86,01:20:00,38570.45198938123
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCTS,TFS,Tenerife South,Tenerife Island,Tenerife South,28.0445,-16.5725,ES,7.0,04:40:00,240645.35524655605
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,6.43,01:30:00,46515.522010328474
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEAL,ALC,Alicante,Alicante,Alicante,38.2822,-0.558156,ES,5.0,02:45:00,132746.6971785759
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,4.7,01:55:00,78521.17367963846
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCRR,ACE,Lanzarote,Lanzarote Island,Lanzarote,28.9455,-13.605199,ES,4.14,04:30:00,226303.23229486635
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEBL,BCN,Barcelona,Barcelona,Barcelona,41.2971,2.078459,ES,3.71,02:20:00,108984.62993497678
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EGAA,BFS,Belfast,Belfast,Belfast,54.6575,-6.215829,GB,3.57,00:55:00,23407.134490584172
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EKCH,CPH,Copenhagen Kastrup,Copenhagen,Kastrup,55.6179,12.656,DK,3.43,01:50:00,78824.49034328254
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEMG,AGP,M?laga,M?laga,M?laga,36.6749,-4.49911,ES,3.0,03:00:00,147065.45209910997
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EDDM,MUC,Munich,Munich,Munich,48.3538,11.7861,DE,3.0,01:55:00,89495.98131249133
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPPT,LIS,Lisbon Portela,Lisbon,Portela,38.7813,-9.135919,PT,2.86,02:50:00,134503.20442769743
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIMC,MXP,Malpensa,Milan,Malpensa,45.6306,8.72811,IT,2.57,02:15:00,92372.47155024779
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCFV,FUE,Fuerteventura,Fuerteventura Island,Fuerteventura,28.4527,-13.8638,ES,2.14,04:30:00,230997.6358183396
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LKPR,PRG,Ruzyn,Prague,Ruzyn,50.1008,14.26,CZ,2.14,02:05:00,94424.30963306091
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCLP,LPA,Gran Canaria,Gran Canaria Island,Gran Canaria,27.9319,-15.386599,ES,2.0,04:40:00,238730.71284860504
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPFR,FAO,Faro,Faro,Faro,37.0144,-7.965909,PT,1.86,03:00:00,147623.45048358096
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LTAI,AYT,Antalya,Antalya,Antalya,36.8987,30.8005,TR,1.71,04:30:00,247710.83585397454
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EDDB,BER,Berlin Brandenburg,Berlin,Brandenburg,52.35139,13.493889,DE,1.71,01:55:00,84222.66633324907
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EPKK,KRK,John Paul II   Krak?w-Balice,Krak?w,John Paul II   -Balice,50.0777,19.7848,PL,1.71,02:30:00,123296.7342455791
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GMMX,RAK,Menara,Marrakech,Menara,31.6069,-8.036299,MA,1.43,03:40:00,194321.61958428044
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GMAD,AGA,Al Massira,Agadir,Al Massira,30.325,-9.413069,MA,1.29,03:50:00,207178.31771841834
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPMA,FNC,Madeira,Funchal,Madeira,32.6979,-16.7745,PT,1.29,04:00:00,203013.63449779397
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEPA,PMI,Palma De Mallorca,Palma De Mallorca,Palma De Mallorca,39.5517,2.73881,ES,1.29,02:45:00,124886.81915627004
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LGAV,ATH,Eleftherios Venizelos,Athens,Eleftherios Venizelos,37.9364,23.944498,GR,1.14,03:50:00,208593.75222944855
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LMML,MLA,Malta,Luqa,Malta,35.8575,14.4775,MT,1.14,03:30:00,185074.29413092672
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LCPH,PFO,Paphos,Paphos,Paphos,34.718,32.4857,CY,1.14,04:45:00,269908.856087836
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LBSF,SOF,Sofia,Sofia,Sofia,42.696693,23.411436,BG,1.14,03:20:00,176487.95002289425
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EDDH,HAM,Hamburg,Hamburg,Hamburg,53.6304,9.988229,DE,0.86,01:40:00,64266.361869428525
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIPZ,VCE,Venice Marco Polo,Venice,Marco Polo,45.5053,12.3519,IT,0.86,02:25:00,108181.40486521657
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIMF,TRN,Turin,Torino,Turin,45.2008,7.64963,IT,0.75,02:10:00,91396.4979267188
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPPR,OPO,Francisco de S? Carneiro,Porto,Francisco de S? Carneiro,41.2481,-8.681389,PT,0.71,02:25:00,112889.2211847401
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFSB,BSL,Euro Basel-Mulhouse-Freiburg,B?le/Mulhouse,Euro Basel-Mulhouse-Freiburg,47.5896,7.52991,FR,0.57,01:50:00,74641.8717426751
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFBD,BOD,Bordeaux-M?rignac,Bordeaux/M?rignac,Bordeaux-M?rignac,44.8283,-0.715556,FR,0.57,01:50:00,75435.00180256828
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIRP,PSA,Pisa,Pisa,Pisa,43.6839,10.3927,IT,0.57,02:30:00,112276.9158725282
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LLBG,TLV,Ben Gurion,Tel Aviv Yafo,Ben Gurion,32.0114,34.8867,IL,0.43,05:10:00,299383.9763178283
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEBB,BIO,Bilbao,Bilbao,Bilbao,43.3011,-2.910609,ES,0.29,02:05:00,88384.68609766028
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFLL,LYS,Lyon Saint-Exup?ry,Lyon,Saint-Exup?ry,45.7264,5.090829,FR,0.29,01:58:00,79057.48992407859
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFMN,NCE,Nice-C?te d'Azur,Nice,C?te d'Azur,43.6584,7.215869,FR,0.29,02:30:00,101410.7096072711
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,4.14,01:20:00,41523.72614616684
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EGPH,EDI,Edinburgh,Edinburgh,Edinburgh,55.95,-3.372499,GB,4.0,01:15:00,40302.56825249407
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,4.0,01:40:00,68228.08773372912
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EGPF,GLA,Glasgow,Glasgow,Glasgow,55.8719,-4.43306,GB,3.0,01:15:00,40471.8547334151
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEAL,ALC,Alicante,Alicante,Alicante,38.2822,-0.558156,ES,2.86,02:25:00,115787.19169280675
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EGAA,BFS,Belfast,Belfast,Belfast,54.6575,-6.215829,GB,2.71,01:10:00,34232.96436407418
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,GCTS,TFS,Tenerife South,Tenerife Island,Tenerife South,28.0445,-16.5725,ES,2.44,04:10:00,224317.21850583536
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEMG,AGP,M?laga,M?laga,M?laga,36.6749,-4.49911,ES,2.43,02:40:00,129585.01474748156
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LPFR,FAO,Faro,Faro,Faro,37.0144,-7.965909,PT,2.0,02:35:00,130320.75702357086
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEBL,BCN,Barcelona,Barcelona,Barcelona,41.2971,2.078459,ES,1.86,02:05:00,93196.96816476899
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,1.86,01:20:00,36276.87771521785
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,GCRR,ACE,Lanzarote,Lanzarote Island,Lanzarote,28.9455,-13.605199,ES,1.72,04:00:00,209481.62461082637
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFPO,ORY,Paris-Orly,Paris,Orly,48.7253,2.35944,FR,1.57,01:25:00,37009.75113121089
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EPKK,KRK,John Paul II   Krak?w-Balice,Krak?w,John Paul II   -Balice,50.0777,19.7848,PL,1.29,02:30:00,125544.31771747526
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEMD,MAD,Adolfo Su?rez Madrid?Barajas,Madrid,Adolfo Su?rez ?Barajas,40.4936,-3.56676,ES,1.29,02:15:00,95754.7290847709
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LPPT,LIS,Lisbon Portela,Lisbon,Portela,38.7813,-9.135919,PT,1.14,02:30:00,117500.06266389813
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEPA,PMI,Palma De Mallorca,Palma De Mallorca,Palma De Mallorca,39.5517,2.73881,ES,0.86,02:20:00,109135.23442105713
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LIRF,FCO,Leonardo da Vinci?Fiumicino,Rome,Leonardo da Vinci?Fiumicino,41.8045,12.2508,IT,0.86,02:35:00,123206.97101123437
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,GCLP,LPA,Gran Canaria,Gran Canaria Island,Gran Canaria,27.9319,-15.386599,ES,0.83,04:10:00,222162.11294661555
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFSB,BSL,Euro Basel-Mulhouse-Freiburg,B?le/Mulhouse,Euro Basel-Mulhouse-Freiburg,47.5896,7.52991,FR,0.57,01:40:00,67384.80814175401
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,GCFV,FUE,Fuerteventura,Fuerteventura Island,Fuerteventura,28.4527,-13.8638,ES,0.57,04:00:00,214191.82224833567
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LPMA,FNC,Madeira,Funchal,Madeira,32.6979,-16.7745,PT,0.57,03:35:00,187232.34290416253
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LCPH,PFO,Paphos,Paphos,Paphos,34.718,32.4857,CY,0.57,04:45:00,265813.1299629428
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LKPR,PRG,Ruzyn,Prague,Ruzyn,50.1008,14.26,CZ,0.57,02:00:00,95131.48936175913
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFBO,TLS,Toulouse-Blagnac,Toulouse-Blagnac,Toulouse-Blagnac,43.6291,1.363819,FR,0.57,01:45:00,72277.66753798292
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFLS,GNB,Grenoble-Is?re,Grenoble/Saint-Geoirs,Grenoble-Is?re,45.3629,5.32937,FR,0.43,01:45:00,70736.00731648666
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFLL,LYS,Lyon Saint-Exup?ry,Lyon,Saint-Exup?ry,45.7264,5.090829,FR,0.43,01:40:00,67332.2449400033
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LPPR,OPO,Francisco de S? Carneiro,Porto,Francisco de S? Carneiro,41.2481,-8.681389,PT,0.43,02:08:00,96026.6601529908
