origin_airport;destination_airport_icao;destination_airport_iata;destination_airport_name;destination_airport_shortName;destination_airport_municipalityName;destination_airport_location;destination_airport_countryCode;daily_flights;0;1;2;3;4;5;6;7;8;9
EGKK;EDDH;HAM;Hamburg, Hamburg;EDDH;Hamburg;{'lat': 53.6304, 'lon': 9.988229};DE;0.71;EGKK;LGW;London Gatwick Airport;London;England;GB;51.1481018066;-0.1902779937;Europe/London;
EGKK;LTBS;DLM;Dalaman, Dalaman;LTBS;Dalaman;{'lat': 36.7131, 'lon': 28.7925};TR;0.31;EGKK;LGW;London Gatwick Airport;London;England;GB;51.1481018066;-0.1902779937;Europe/London;
EGKK;EFRO;RVN;Rovaniemi, Rovaniemi;EFRO;Rovaniemi;{'lat': 66.5648, 'lon': 25.8304};FI;0.29;EGKK;LGW;London Gatwick Airport;London;England;GB;51.1481018066;-0.1902779937;Europe/London;
EGKK;EDNY;FDH;Friedrichshafen, Friedrichshafen;EDNY;Friedrichshafen;{'lat': 47.6713, 'lon': 9.511489};DE;0.14;EGKK;LGW;London Gatwick Airport;London;England;GB;51.1481018066;-0.1902779937;Europe/London;
EGNM;EGAA;BFS;Belfast, Belfast;EGAA;Belfast;{'lat': 54.6575, 'lon': -6.215829};GB;0.43;EGNM;LBA;Leeds Bradford Airport;Leeds;England;GB;53.8658981323;-1.6605700254;Europe/London;
EGNS;EGGP;LPL;Liverpool John Lennon, Liverpool;John Lennon;Liverpool;{'lat': 53.3336, 'lon': -2.84972};GB;2.86;EGNS;IOM;Isle of Man Airport;Castletown;Castletown;IM;54.0833015442;-4.6238899231;Europe/Isle_of_Man;
EGNS;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;2.67;EGNS;IOM;Isle of Man Airport;Castletown;Castletown;IM;54.0833015442;-4.6238899231;Europe/Isle_of_Man;
EGNS;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.43;EGNS;IOM;Isle of Man Airport;Castletown;Castletown;IM;54.0833015442;-4.6238899231;Europe/Isle_of_Man;
EGNS;EGAA;BFS;Belfast, Belfast;Belfast;EGAA;{'lat': 54.6575, 'lon': -6.215829};GB;0.43;EGNS;IOM;Isle of Man Airport;Castletown;Castletown;IM;54.0833015442;-4.6238899231;Europe/Isle_of_Man;
EGNS;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.43;EGNS;IOM;Isle of Man Airport;Castletown;Castletown;IM;54.0833015442;-4.6238899231;Europe/Isle_of_Man;
EGPD;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.0;EGPD;ABZ;Aberdeen Dyce Airport;Aberdeen;Scotland;GB;57.2019004822;-2.1977798939;Europe/London;
EGPD;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;1.14;EGPD;ABZ;Aberdeen Dyce Airport;Aberdeen;Scotland;GB;57.2019004822;-2.1977798939;Europe/London;
EGPD;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;0.14;EGPD;ABZ;Aberdeen Dyce Airport;Aberdeen;Scotland;GB;57.2019004822;-2.1977798939;Europe/London;
EGPE;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.86;EGPE;INV;Inverness Airport;Inverness;Scotland;GB;57.5424995422;-4.0475001335;Europe/London;
EGPE;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;1.57;EGPE;INV;Inverness Airport;Inverness;Scotland;GB;57.5424995422;-4.0475001335;Europe/London;
EGPE;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;0.71;EGPE;INV;Inverness Airport;Inverness;Scotland;GB;57.5424995422;-4.0475001335;Europe/London;
EGPF;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;4.29;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;EGAC;BHD;George Best Belfast City, Belfast;George Best  City;Belfast;{'lat': 54.6181, 'lon': -5.872499};GB;3.0;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;3.0;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;3.0;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;EGAA;BFS;Belfast, Belfast;Belfast;EGAA;{'lat': 54.6575, 'lon': -6.215829};GB;2.71;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;2.14;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;GCTS;TFS;Tenerife South, Tenerife Island;Tenerife South;Tenerife Island;{'lat': 28.0445, 'lon': -16.5725};ES;1.87;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;LEAL;ALC;Alicante, Alicante;Alicante;LEAL;{'lat': 38.2822, 'lon': -0.558156};ES;1.71;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;EGSS;STN;London Stansted, London;Stansted;London;{'lat': 51.885, 'lon': 0.234999};GB;1.53;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;EGBB;BHX;Birmingham, Birmingham;Birmingham;EGBB;{'lat': 52.4539, 'lon': -1.748029};GB;1.43;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;1.14;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;LEMG;AGP;Mï¿½laga, Mï¿½laga;Mï¿½laga;LEMG;{'lat': 36.6749, 'lon': -4.49911};ES;1.0;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;GCLP;LPA;Gran Canaria, Gran Canaria Island;Gran Canaria;Gran Canaria Island;{'lat': 27.9319, 'lon': -15.386599};ES;0.86;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;0.71;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;LPFR;FAO;Faro, Faro;Faro;LPFR;{'lat': 37.0144, 'lon': -7.965909};PT;0.43;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;GMAD;AGA;Al Massira, Agadir;Al Massira;Agadir;{'lat': 30.325, 'lon': -9.413069};MA;0.29;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;0.29;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPF;EGJJ;JER;Jersey, St Helier;Jersey;St Helier;{'lat': 49.2079, 'lon': -2.195509};JE;0.14;EGPF;GLA;Glasgow International Airport;Glasgow;Scotland;GB;55.8718986511;-4.4330601692;Europe/London;
EGPH;EGSS;STN;London Stansted, London;Stansted;London;{'lat': 51.885, 'lon': 0.234999};GB;5.63;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;5.43;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;4.29;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;4.08;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;3.89;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;EGAA;BFS;Belfast, Belfast;Belfast;EGAA;{'lat': 54.6575, 'lon': -6.215829};GB;3.31;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;3.0;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;2.57;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;GCTS;TFS;Tenerife South, Tenerife Island;Tenerife South;Tenerife Island;{'lat': 28.0445, 'lon': -16.5725};ES;2.29;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;LEAL;ALC;Alicante, Alicante;Alicante;LEAL;{'lat': 38.2822, 'lon': -0.558156};ES;1.71;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;EGBB;BHX;Birmingham, Birmingham;Birmingham;EGBB;{'lat': 52.4539, 'lon': -1.748029};GB;1.71;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;GCRR;ACE;Lanzarote, Lanzarote Island;Lanzarote;Lanzarote Island;{'lat': 28.9455, 'lon': -13.605199};ES;1.43;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;LEMD;MAD;Adolfo Suï¿½rez Madridï¿½Barajas, Madrid;Adolfo Suï¿½rez ï¿½Barajas;Madrid;{'lat': 40.4936, 'lon': -3.56676};ES;1.29;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;GCFV;FUE;Fuerteventura, Fuerteventura Island;Fuerteventura;Fuerteventura Island;{'lat': 28.4527, 'lon': -13.8638};ES;1.15;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;1.14;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;EKCH;CPH;Copenhagen Kastrup, Copenhagen;Kastrup;Copenhagen;{'lat': 55.6179, 'lon': 12.656};DK;1.14;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;EPKK;KRK;John Paul II   Krakï¿½w-Balice, Krakï¿½w;John Paul II   -Balice;Krakï¿½w;{'lat': 50.0777, 'lon': 19.7848};PL;1.14;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;0.86;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;0.71;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.57;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;EDDH;HAM;Hamburg, Hamburg;Hamburg;EDDH;{'lat': 53.6304, 'lon': 9.988229};DE;0.57;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;BIKF;KEF;Keflavik, Reykjavik;Keflavik;Reykjavik;{'lat': 63.985, 'lon': -22.6056};IS;0.57;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;LFLS;GNB;Grenoble-Isï¿½re, Grenoble/Saint-Geoirs;Grenoble-Isï¿½re;Grenoble/Saint-Geoirs;{'lat': 45.3629, 'lon': 5.32937};FR;0.45;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;EDDM;MUC;Munich, Munich;Munich;EDDM;{'lat': 48.3538, 'lon': 11.7861};DE;0.29;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;LIRN;NAP;Naples, Nï¿½poli;Naples;Nï¿½poli;{'lat': 40.886, 'lon': 14.2908};IT;0.29;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;LCPH;PFO;Paphos, Paphos;Paphos;LCPH;{'lat': 34.718, 'lon': 32.4857};CY;0.29;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGPH;LFLL;LYS;Lyon Saint-Exupï¿½ry, Lyon;Saint-Exupï¿½ry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;0.14;EGPH;EDI;Edinburgh Airport;Edinburgh;Scotland;GB;55.9500007629;-3.3724999428;Europe/London;
EGSS;EGPH;EDI;Edinburgh, Edinburgh;EGPH;Edinburgh;{'lat': 55.95, 'lon': -3.372499};GB;6.14;EGSS;STN;London Stansted Airport;London;England;GB;51.8849983215;0.2349999994;Europe/London;
EGSS;EGAA;BFS;Belfast, Belfast;EGAA;Belfast;{'lat': 54.6575, 'lon': -6.215829};GB;2.15;EGSS;STN;London Stansted Airport;London;England;GB;51.8849983215;0.2349999994;Europe/London;
EGSS;EGPF;GLA;Glasgow, Glasgow;EGPF;Glasgow;{'lat': 55.8719, 'lon': -4.43306};GB;1.43;EGSS;STN;London Stansted Airport;London;England;GB;51.8849983215;0.2349999994;Europe/London;
EHAM;EKCH;CPH;Copenhagen Kastrup, Copenhagen;Kastrup;Copenhagen;{'lat': 55.6179, 'lon': 12.656};DK;12.61;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;8.0;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;7.86;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;7.86;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LIRF;FCO;Leonardo da Vinciï¿½Fiumicino, Rome;Leonardo da Vinciï¿½Fiumicino;Rome;{'lat': 41.8045, 'lon': 12.2508};IT;7.85;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;7.43;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;7.14;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LIML;LIN;Linate, Milan;Linate;Milan;{'lat': 45.4451, 'lon': 9.27674};IT;6.34;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;5.57;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;EGPH;EDI;Edinburgh, Edinburgh;Edinburgh;EGPH;{'lat': 55.95, 'lon': -3.372499};GB;5.44;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LEMG;AGP;Mï¿½laga, Mï¿½laga;Mï¿½laga;LEMG;{'lat': 36.6749, 'lon': -4.49911};ES;4.86;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;EGBB;BHX;Birmingham, Birmingham;Birmingham;EGBB;{'lat': 52.4539, 'lon': -1.748029};GB;4.57;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;EGGD;BRS;Bristol, Bristol;Bristol;EGGD;{'lat': 51.3827, 'lon': -2.719089};GB;4.57;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LKPR;PRG;Ruzyn, Prague;Ruzyn;Prague;{'lat': 50.1008, 'lon': 14.26};CZ;4.57;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;EGPF;GLA;Glasgow, Glasgow;Glasgow;EGPF;{'lat': 55.8719, 'lon': -4.43306};GB;4.29;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;4.29;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LLBG;TLV;Ben Gurion, Tel Aviv Yafo;Ben Gurion;Tel Aviv Yafo;{'lat': 32.0114, 'lon': 34.8867};IL;4.29;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LIPZ;VCE;Venice Marco Polo, Venice;Marco Polo;Venice;{'lat': 45.5053, 'lon': 12.3519};IT;4.14;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bï¿½le/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bï¿½le/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;4.0;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LEAL;ALC;Alicante, Alicante;Alicante;LEAL;{'lat': 38.2822, 'lon': -0.558156};ES;3.71;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LFMN;NCE;Nice-Cï¿½te d'Azur, Nice;Cï¿½te d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;3.29;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;GCLP;LPA;Gran Canaria, Gran Canaria Island;Gran Canaria;Gran Canaria Island;{'lat': 27.9319, 'lon': -15.386599};ES;3.0;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LOWI;INN;Innsbruck, Innsbruck;Innsbruck;LOWI;{'lat': 47.2602, 'lon': 11.343999};AT;2.43;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;GCTS;TFS;Tenerife South, Tenerife Island;Tenerife South;Tenerife Island;{'lat': 28.0445, 'lon': -16.5725};ES;2.43;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LIRN;NAP;Naples, Nï¿½poli;Naples;Nï¿½poli;{'lat': 40.886, 'lon': 14.2908};IT;2.14;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;EGSS;STN;London Stansted, London;Stansted;London;{'lat': 51.885, 'lon': 0.234999};GB;1.86;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LPFR;FAO;Faro, Faro;Faro;LPFR;{'lat': 37.0144, 'lon': -7.965909};PT;1.71;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;HEGN;HRG;Hurghada, Hurghada;Hurghada;HEGN;{'lat': 27.1783, 'lon': 33.7994};EG;1.57;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LOWS;SZG;Salzburg, Salzburg;Salzburg;LOWS;{'lat': 47.7933, 'lon': 13.0043};AT;1.57;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;GCRR;ACE;Lanzarote, Lanzarote Island;Lanzarote;Lanzarote Island;{'lat': 28.9455, 'lon': -13.605199};ES;1.43;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;1.14;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;GCFV;FUE;Fuerteventura, Fuerteventura Island;Fuerteventura;Fuerteventura Island;{'lat': 28.4527, 'lon': -13.8638};ES;1.0;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;EGGP;LPL;Liverpool John Lennon, Liverpool;John Lennon;Liverpool;{'lat': 53.3336, 'lon': -2.84972};GB;1.0;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;EGAA;BFS;Belfast, Belfast;Belfast;EGAA;{'lat': 54.6575, 'lon': -6.215829};GB;0.71;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;LIME;BGY;Orio al Serio, Bergamo;Orio al Serio;Bergamo;{'lat': 45.6739, 'lon': 9.70417};IT;0.43;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EHAM;HESH;SSH;Sharm el Sheikh, Sharm el Sheikh;Sharm el Sheikh;HESH;{'lat': 27.9773, 'lon': 34.395};EG;0.43;EHAM;AMS;Amsterdam Airport Schiphol;Amsterdam;North Holland;NL;52.3086013794;4.7638897896;Europe/Amsterdam;
EKCH;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;13.14;EKCH;CPH;Copenhagen Kastrup Airport;Copenhagen;Capital-Region;DK;55.6179008484;12.6560001373;Europe/Copenhagen;
EKCH;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;7.59;EKCH;CPH;Copenhagen Kastrup Airport;Copenhagen;Capital-Region;DK;55.6179008484;12.6560001373;Europe/Copenhagen;
EKCH;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;7.44;EKCH;CPH;Copenhagen Kastrup Airport;Copenhagen;Capital-Region;DK;55.6179008484;12.6560001373;Europe/Copenhagen;
EKCH;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;3.86;EKCH;CPH;Copenhagen Kastrup Airport;Copenhagen;Capital-Region;DK;55.6179008484;12.6560001373;Europe/Copenhagen;
EKCH;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;3.72;EKCH;CPH;Copenhagen Kastrup Airport;Copenhagen;Capital-Region;DK;55.6179008484;12.6560001373;Europe/Copenhagen;
EKCH;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;3.57;EKCH;CPH;Copenhagen Kastrup Airport;Copenhagen;Capital-Region;DK;55.6179008484;12.6560001373;Europe/Copenhagen;
EKCH;EGCC;MAN;Manchester, Manchester;Manchester;EGCC;{'lat': 53.3537, 'lon': -2.27495};GB;3.43;EKCH;CPH;Copenhagen Kastrup Airport;Copenhagen;Capital-Region;DK;55.6179008484;12.6560001373;Europe/Copenhagen;
EKCH;EGPH;EDI;Edinburgh, Edinburgh;Edinburgh;EGPH;{'lat': 55.95, 'lon': -3.372499};GB;1.14;EKCH;CPH;Copenhagen Kastrup Airport;Copenhagen;Capital-Region;DK;55.6179008484;12.6560001373;Europe/Copenhagen;
