origin_airport_icao,origin_airport_iata,origin_airport_name,origin_city,region,country_code,origin_lat,origin_long,timezone,destination_airport_icao,destination_airport_iata,destination_airport_name,destination_airport_shortName,destination_airport_municipalityName,dest_lat,dest_long,destination_airport_countryCode,daily_flights,flight_time,co2,distance(km)
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,GCRR,ACE,Lanzarote,Lanzarote Island,Lanzarote,28.9455,-13.605199,ES,0.86,05:00:00,270656.5526233659,3426.0323116881755
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,LIRN,NAP,Naples,N?poli,Naples,40.886,14.2908,IT,0.86,02:20:00,100894.23083493252,1277.1421624675002
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,LICC,CTA,Catania-Fontanarossa,Catania,Fontanarossa,37.4668,15.066399,IT,0.57,02:50:00,131126.68439842423,1659.8314480813194
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,LPMA,FNC,Madeira,Funchal,Madeira,32.6979,-16.7745,PT,0.57,04:45:00,258131.90887533303,3267.4925174092787
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,LFMN,NCE,Nice-C?te d'Azur,Nice,C?te d'Azur,43.6584,7.215869,FR,0.57,02:10:00,84878.10684065266,1074.406415704464
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,LEVC,VLC,Valencia,Valencia,Valencia,39.4893,-0.481624,ES,0.57,03:05:00,141311.02698644824,1788.7471770436484
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,0.29,02:05:00,88481.97435614216,1120.0249918499007
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,EGPF,GLA,Glasgow,Glasgow,Glasgow,55.8719,-4.43306,GB,0.29,02:20:00,97321.04132747633,1231.911915537675
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,LCLK,LCA,Larnaca,Larnarca,Larnaca,34.8751,33.6249,CY,0.29,03:45:00,198661.86057217524,2514.7070958503195
EDDH,HAM,Hamburg Airport,Hamburg,Hamburg,DE,53.63040161,9.988229752,Europe/Berlin,EGCC,MAN,Manchester,Manchester,EGCC,53.3537,-2.27495,GB,0.86,01:40:00,64266.361869428525,813.4982515117534
EDDH,HAM,Hamburg Airport,Hamburg,Hamburg,DE,53.63040161,9.988229752,Europe/Berlin,EGPH,EDI,Edinburgh,Edinburgh,EGPH,55.95,-3.372499,GB,0.57,01:50:00,70766.07141238719,895.7730558530023
EDDM,MUC,Munich International Airport,Munich,Bayern,DE,48.35380173,11.78610039,Europe/Berlin,EGCC,MAN,Manchester,Manchester,EGCC,53.3537,-2.27495,GB,3.29,02:05:00,89495.98131249133,1132.8605229429284
EDDM,MUC,Munich International Airport,Munich,Bayern,DE,48.35380173,11.78610039,Europe/Berlin,EGPH,EDI,Edinburgh,Edinburgh,EGPH,55.95,-3.372499,GB,0.29,02:20:00,105326.50259734214,1333.2468683207867
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGKK,LGW,London Gatwick,London,Gatwick,51.1481,-0.190277,GB,4.86,01:25:00,44443.4917366107,562.575844767224
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGGW,LTN,London Luton,London,Luton,51.8747,-0.368333,GB,4.0,01:10:00,39331.27600162571,497.86425318513557
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGPH,EDI,Edinburgh,Edinburgh,Edinburgh,55.95,-3.372499,GB,3.29,00:55:00,18238.468533247196,230.86669029426832
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGCC,MAN,Manchester,Manchester,Manchester,53.3537,-2.27495,GB,3.29,00:55:00,23407.134490584172,296.2928416529642
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGSS,STN,London Stansted,London,Stansted,51.885,0.234999,GB,3.0,01:15:00,41808.045342618876,529.2157638306187
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,2.71,01:05:00,34232.96436407418,433.32866283638197
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGPF,GLA,Glasgow,Glasgow,Glasgow,55.8719,-4.43306,GB,2.71,00:45:00,13935.994962097742,176.40499952022458
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,GCTS,TFS,Tenerife South,Tenerife Island,Tenerife South,28.0445,-16.5725,ES,1.0,04:40:00,242738.03696549693,3072.6333793100875
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LEAL,ALC,Alicante,Alicante,Alicante,38.2822,-0.558156,ES,0.86,03:00:00,147722.99734999667,1869.9113588607174
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,0.86,02:10:00,100991.37702127594,1278.3718610288095
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,0.86,01:50:00,68751.28620118841,870.2694455846635
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,GCRR,ACE,Lanzarote,Lanzarote Island,Lanzarote,28.9455,-13.605199,ES,0.71,04:30:00,230472.95757346047,2917.379209790639
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LEMG,AGP,M?laga,M?laga,M?laga,36.6749,-4.49911,ES,0.71,03:08:00,158236.12931955082,2002.9889787284915
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,0.57,01:35:00,61095.94313224981,773.3663687626558
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,GCLP,LPA,Gran Canaria,Gran Canaria Island,Gran Canaria,27.9319,-15.386599,ES,0.57,04:35:00,241741.814112546,3060.0229634499497
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LPFR,FAO,Faro,Faro,Faro,37.0144,-7.965909,PT,0.43,03:00:00,155278.08464193385,1965.5453752143524
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LFLL,LYS,Lyon Saint-Exup?ry,Lyon,Saint-Exup?ry,45.7264,5.090829,FR,0.43,02:05:00,100876.41618895183,1276.9166606196434
EGAC,BHD,George Best Belfast City Airport,Belfast,Northern Ireland,GB,54.61809921,-5.872499943,Europe/London,EGPF,GLA,Glasgow,Glasgow,Glasgow,55.8719,-4.43306,GB,2.71,00:50:00,13186.789642375858,166.9213878781754
EGAC,BHD,George Best Belfast City Airport,Belfast,Northern Ireland,GB,54.61809921,-5.872499943,Europe/London,EGKK,LGW,London Gatwick,London,Gatwick,51.1481,-0.190277,GB,2.0,01:30:00,42913.81565528721,543.2128563960406
EGAC,BHD,George Best Belfast City Airport,Belfast,Northern Ireland,GB,54.61809921,-5.872499943,Europe/London,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,0.29,01:05:00,32989.31302781081,417.58624085836465
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,7.86,01:20:00,38570.45198938123,488.2335694858384
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCTS,TFS,Tenerife South,Tenerife Island,Tenerife South,28.0445,-16.5725,ES,7.0,04:40:00,240645.35524655605,3046.1437372981777
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,6.43,01:30:00,46515.522010328474,588.8040760801073
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEAL,ALC,Alicante,Alicante,Alicante,38.2822,-0.558156,ES,5.0,02:45:00,132746.6971785759,1680.3379389693152
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,4.7,01:55:00,78521.17367963846,993.9389073371957
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCRR,ACE,Lanzarote,Lanzarote Island,Lanzarote,28.9455,-13.605199,ES,4.14,04:30:00,226303.23229486635,2864.597877150207
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEBL,BCN,Barcelona,Barcelona,Barcelona,41.2971,2.078459,ES,3.71,02:20:00,108984.62993497678,1379.552277657934
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EGAA,BFS,Belfast,Belfast,Belfast,54.6575,-6.215829,GB,3.57,00:55:00,23407.134490584172,296.2928416529642
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EKCH,CPH,Copenhagen Kastrup,Copenhagen,Kastrup,55.6179,12.656,DK,3.43,01:50:00,78824.49034328254,997.7783587757283
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEMG,AGP,M?laga,M?laga,M?laga,36.6749,-4.49911,ES,3.0,03:00:00,147065.45209910997,1861.5880012545565
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EDDM,MUC,Munich,Munich,Munich,48.3538,11.7861,DE,3.0,01:55:00,89495.98131249133,1132.8605229429284
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPPT,LIS,Lisbon Portela,Lisbon,Portela,38.7813,-9.135919,PT,2.86,02:50:00,134503.20442769743,1702.572207945537
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIMC,MXP,Malpensa,Milan,Malpensa,45.6306,8.72811,IT,2.57,02:15:00,92372.47155024779,1169.2717917752884
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCFV,FUE,Fuerteventura,Fuerteventura Island,Fuerteventura,28.4527,-13.8638,ES,2.14,04:30:00,230997.6358183396,2924.020706561261
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LKPR,PRG,Ruzyn,Prague,Ruzyn,50.1008,14.26,CZ,2.14,02:05:00,94424.30963306091,1195.2444257349482
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCLP,LPA,Gran Canaria,Gran Canaria Island,Gran Canaria,27.9319,-15.386599,ES,2.0,04:40:00,238730.71284860504,3021.907757577279
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPFR,FAO,Faro,Faro,Faro,37.0144,-7.965909,PT,1.86,03:00:00,147623.45048358096,1868.651271944063
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LTAI,AYT,Antalya,Antalya,Antalya,36.8987,30.8005,TR,1.71,04:30:00,247710.83585397454,3135.580200683222
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EDDB,BER,Berlin Brandenburg,Berlin,Brandenburg,52.35139,13.493889,DE,1.71,01:55:00,84222.66633324907,1066.1097004208743
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EPKK,KRK,John Paul II   Krak?w-Balice,Krak?w,John Paul II   -Balice,50.0777,19.7848,PL,1.71,02:30:00,123296.7342455791,1560.7181550073303
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GMMX,RAK,Menara,Marrakech,Menara,31.6069,-8.036299,MA,1.43,03:40:00,194321.61958428044,2459.767336509879
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GMAD,AGA,Al Massira,Agadir,Al Massira,30.325,-9.413069,MA,1.29,03:50:00,207178.31771841834,2622.510350866055
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPMA,FNC,Madeira,Funchal,Madeira,32.6979,-16.7745,PT,1.29,04:00:00,203013.63449779397,2569.7928417442276
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEPA,PMI,Palma De Mallorca,Palma De Mallorca,Palma De Mallorca,39.5517,2.73881,ES,1.29,02:45:00,124886.81915627004,1580.845812104684
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LGAV,ATH,Eleftherios Venizelos,Athens,Eleftherios Venizelos,37.9364,23.944498,GR,1.14,03:50:00,208593.75222944855,2640.427243410741
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LMML,MLA,Malta,Luqa,Malta,35.8575,14.4775,MT,1.14,03:30:00,185074.29413092672,2342.7125839357814
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LCPH,PFO,Paphos,Paphos,Paphos,34.718,32.4857,CY,1.14,04:45:00,269908.856087836,3416.567798580202
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LBSF,SOF,Sofia,Sofia,Sofia,42.696693,23.411436,BG,1.14,03:20:00,176487.95002289425,2234.0246838341045
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EDDH,HAM,Hamburg,Hamburg,Hamburg,53.6304,9.988229,DE,0.86,01:40:00,64266.361869428525,813.4982515117534
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIPZ,VCE,Venice Marco Polo,Venice,Marco Polo,45.5053,12.3519,IT,0.86,02:25:00,108181.40486521657,1369.384871711602
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIMF,TRN,Turin,Torino,Turin,45.2008,7.64963,IT,0.75,02:10:00,91396.4979267188,1156.9176952749215
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPPR,OPO,Francisco de S? Carneiro,Porto,Francisco de S? Carneiro,41.2481,-8.681389,PT,0.71,02:25:00,112889.2211847401,1428.9774833511406
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFSB,BSL,Euro Basel-Mulhouse-Freiburg,B?le/Mulhouse,Euro Basel-Mulhouse-Freiburg,47.5896,7.52991,FR,0.57,01:50:00,74641.8717426751,944.8338195275328
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFBD,BOD,Bordeaux-M?rignac,Bordeaux/M?rignac,Bordeaux-M?rignac,44.8283,-0.715556,FR,0.57,01:50:00,75435.00180256828,954.8734405388391
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIRP,PSA,Pisa,Pisa,Pisa,43.6839,10.3927,IT,0.57,02:30:00,112276.9158725282,1421.2267831965596
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LLBG,TLV,Ben Gurion,Tel Aviv Yafo,Ben Gurion,32.0114,34.8867,IL,0.43,05:10:00,299383.9763178283,3789.6705863016236
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEBB,BIO,Bilbao,Bilbao,Bilbao,43.3011,-2.910609,ES,0.29,02:05:00,88384.68609766028,1118.793494907092
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFLL,LYS,Lyon Saint-Exup?ry,Lyon,Saint-Exup?ry,45.7264,5.090829,FR,0.29,01:58:00,79057.48992407859,1000.7277205579569
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFMN,NCE,Nice-C?te d'Azur,Nice,C?te d'Azur,43.6584,7.215869,FR,0.29,02:30:00,101410.7096072711,1283.6798684464695
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,4.14,01:20:00,41523.72614616684,525.6167866603397
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EGPH,EDI,Edinburgh,Edinburgh,Edinburgh,55.95,-3.372499,GB,4.0,01:15:00,40302.56825249407,510.1590918037224
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,4.0,01:40:00,68228.08773372912,863.6466801737863
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EGPF,GLA,Glasgow,Glasgow,Glasgow,55.8719,-4.43306,GB,3.0,01:15:00,40471.8547334151,512.3019586508241
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEAL,ALC,Alicante,Alicante,Alicante,38.2822,-0.558156,ES,2.86,02:25:00,115787.19169280675,1465.660654339326
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EGAA,BFS,Belfast,Belfast,Belfast,54.6575,-6.215829,GB,2.71,01:10:00,34232.96436407418,433.32866283638197
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,GCTS,TFS,Tenerife South,Tenerife Island,Tenerife South,28.0445,-16.5725,ES,2.44,04:10:00,224317.21850583536,2839.458462099182
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEMG,AGP,M?laga,M?laga,M?laga,36.6749,-4.49911,ES,2.43,02:40:00,129585.01474748156,1640.3166423731843
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LPFR,FAO,Faro,Faro,Faro,37.0144,-7.965909,PT,2.0,02:35:00,130320.75702357086,1649.6298357414032
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEBL,BCN,Barcelona,Barcelona,Barcelona,41.2971,2.078459,ES,1.86,02:05:00,93196.96816476899,1179.708457781886
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,1.86,01:20:00,36276.87771521785,459.20098373693486
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,GCRR,ACE,Lanzarote,Lanzarote Island,Lanzarote,28.9455,-13.605199,ES,1.72,04:00:00,209481.62461082637,2651.6661343142578
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFPO,ORY,Paris-Orly,Paris,Orly,48.7253,2.35944,FR,1.57,01:25:00,37009.75113121089,468.47786242039103
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EPKK,KRK,John Paul II   Krak?w-Balice,Krak?w,John Paul II   -Balice,50.0777,19.7848,PL,1.29,02:30:00,125544.31771747526,1589.1685787022186
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEMD,MAD,Adolfo Su?rez Madrid?Barajas,Madrid,Adolfo Su?rez ?Barajas,40.4936,-3.56676,ES,1.29,02:15:00,95754.7290847709,1212.0851782882391
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LPPT,LIS,Lisbon Portela,Lisbon,Portela,38.7813,-9.135919,PT,1.14,02:30:00,117500.06266389813,1487.3425653657991
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEPA,PMI,Palma De Mallorca,Palma De Mallorca,Palma De Mallorca,39.5517,2.73881,ES,0.86,02:20:00,109135.23442105713,1381.4586635576852
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LIRF,FCO,Leonardo da Vinci?Fiumicino,Rome,Leonardo da Vinci?Fiumicino,41.8045,12.2508,IT,0.86,02:35:00,123206.97101123437,1559.5819115346123
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,GCLP,LPA,Gran Canaria,Gran Canaria Island,Gran Canaria,27.9319,-15.386599,ES,0.83,04:10:00,222162.11294661555,2812.178644893868
