origin_airport_icao,origin_airport_iata,origin_airport_name,origin_city,region,country_code,origin_lat,origin_long,timezone,destination_airport_icao,destination_airport_iata,destination_airport_name,destination_airport_shortName,destination_airport_municipalityName,dest_lat,dest_long,destination_airport_countryCode,daily_flights,flight_time,co2,flight_time_mn
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,LPMA,FNC,Madeira,Funchal,Madeira,32.6979,-16.7745,PT,0.57,04:45:00,258131.9089,285.00
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,LFMN,NCE,Nice-C?te d'Azur,Nice,C?te d'Azur,43.6584,7.215869,FR,0.57,02:10:00,84878.10684,130.00
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,LEVC,VLC,Valencia,Valencia,Valencia,39.4893,-0.481624,ES,0.57,03:05:00,141311.027,185.00
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,0.29,02:05:00,88481.97436,125.00
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,EGPF,GLA,Glasgow,Glasgow,Glasgow,55.8719,-4.43306,GB,0.29,02:20:00,97321.04133,140.00
EDDB,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,52.362167,13.500667,Europe/Berlin,LCLK,LCA,Larnaca,Larnarca,Larnaca,34.8751,33.6249,CY,0.29,03:45:00,198661.8606,225.00
EDDH,HAM,Hamburg Airport,Hamburg,Hamburg,DE,53.63040161,9.988229752,Europe/Berlin,EGCC,MAN,Manchester,Manchester,EGCC,53.3537,-2.27495,GB,0.86,01:40:00,64266.36187,100.00
EDDH,HAM,Hamburg Airport,Hamburg,Hamburg,DE,53.63040161,9.988229752,Europe/Berlin,EGPH,EDI,Edinburgh,Edinburgh,EGPH,55.95,-3.372499,GB,0.57,01:50:00,70766.07141,110.00
EDDM,MUC,Munich International Airport,Munich,Bayern,DE,48.35380173,11.78610039,Europe/Berlin,EGCC,MAN,Manchester,Manchester,EGCC,53.3537,-2.27495,GB,3.29,02:05:00,89495.98131,125.00
EDDM,MUC,Munich International Airport,Munich,Bayern,DE,48.35380173,11.78610039,Europe/Berlin,EGPH,EDI,Edinburgh,Edinburgh,EGPH,55.95,-3.372499,GB,0.29,02:20:00,105326.5026,140.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGKK,LGW,London Gatwick,London,Gatwick,51.1481,-0.190277,GB,4.86,01:25:00,44443.49174,85.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGGW,LTN,London Luton,London,Luton,51.8747,-0.368333,GB,4,01:10:00,39331.276,70.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGPH,EDI,Edinburgh,Edinburgh,Edinburgh,55.95,-3.372499,GB,3.29,00:55:00,18238.46853,55.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGCC,MAN,Manchester,Manchester,Manchester,53.3537,-2.27495,GB,3.29,00:55:00,23407.13449,55.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGSS,STN,London Stansted,London,Stansted,51.885,0.234999,GB,3,01:15:00,41808.04534,75.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,2.71,01:05:00,34232.96436,65.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EGPF,GLA,Glasgow,Glasgow,Glasgow,55.8719,-4.43306,GB,2.71,00:45:00,13935.99496,45.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,GCTS,TFS,Tenerife South,Tenerife Island,Tenerife South,28.0445,-16.5725,ES,1,04:40:00,242738.037,280.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LEAL,ALC,Alicante,Alicante,Alicante,38.2822,-0.558156,ES,0.86,03:00:00,147722.9973,180.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,0.86,02:10:00,100991.377,130.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,0.86,01:50:00,68751.2862,110.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,GCRR,ACE,Lanzarote,Lanzarote Island,Lanzarote,28.9455,-13.605199,ES,0.71,04:30:00,230472.9576,270.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LEMG,AGP,M?laga,M?laga,M?laga,36.6749,-4.49911,ES,0.71,03:08:00,158236.1293,188.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,0.57,01:35:00,61095.94313,95.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,GCLP,LPA,Gran Canaria,Gran Canaria Island,Gran Canaria,27.9319,-15.386599,ES,0.57,04:35:00,241741.8141,275.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LPFR,FAO,Faro,Faro,Faro,37.0144,-7.965909,PT,0.43,03:00:00,155278.0846,180.00
EGAA,BFS,Belfast International Airport,Belfast,Northern Ireland,GB,54.65750122,-6.215829849,Europe/London,LFLL,LYS,Lyon Saint-Exup?ry,Lyon,Saint-Exup?ry,45.7264,5.090829,FR,0.43,02:05:00,100876.4162,125.00
EGAC,BHD,George Best Belfast City Airport,Belfast,Northern Ireland,GB,54.61809921,-5.872499943,Europe/London,EGPF,GLA,Glasgow,Glasgow,Glasgow,55.8719,-4.43306,GB,2.71,00:50:00,13186.78964,50.00
EGAC,BHD,George Best Belfast City Airport,Belfast,Northern Ireland,GB,54.61809921,-5.872499943,Europe/London,EGKK,LGW,London Gatwick,London,Gatwick,51.1481,-0.190277,GB,2,01:30:00,42913.81566,90.00
EGAC,BHD,George Best Belfast City Airport,Belfast,Northern Ireland,GB,54.61809921,-5.872499943,Europe/London,EGGD,BRS,Bristol,Bristol,Bristol,51.3827,-2.719089,GB,0.29,01:05:00,32989.31303,65.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,7.86,01:20:00,38570.45199,80.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCTS,TFS,Tenerife South,Tenerife Island,Tenerife South,28.0445,-16.5725,ES,7,04:40:00,240645.3552,280.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,6.43,01:30:00,46515.52201,90.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEAL,ALC,Alicante,Alicante,Alicante,38.2822,-0.558156,ES,5,02:45:00,132746.6972,165.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,4.7,01:55:00,78521.17368,115.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCRR,ACE,Lanzarote,Lanzarote Island,Lanzarote,28.9455,-13.605199,ES,4.14,04:30:00,226303.2323,270.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEBL,BCN,Barcelona,Barcelona,Barcelona,41.2971,2.078459,ES,3.71,02:20:00,108984.6299,140.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EGAA,BFS,Belfast,Belfast,Belfast,54.6575,-6.215829,GB,3.57,00:55:00,23407.13449,55.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EKCH,CPH,Copenhagen Kastrup,Copenhagen,Kastrup,55.6179,12.656,DK,3.43,01:50:00,78824.49034,110.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEMG,AGP,M?laga,M?laga,M?laga,36.6749,-4.49911,ES,3,03:00:00,147065.4521,180.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EDDM,MUC,Munich,Munich,Munich,48.3538,11.7861,DE,3,01:55:00,89495.98131,115.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPPT,LIS,Lisbon Portela,Lisbon,Portela,38.7813,-9.135919,PT,2.86,02:50:00,134503.2044,170.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIMC,MXP,Malpensa,Milan,Malpensa,45.6306,8.72811,IT,2.57,02:15:00,92372.47155,135.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCFV,FUE,Fuerteventura,Fuerteventura Island,Fuerteventura,28.4527,-13.8638,ES,2.14,04:30:00,230997.6358,270.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LKPR,PRG,Ruzyn,Prague,Ruzyn,50.1008,14.26,CZ,2.14,02:05:00,94424.30963,125.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GCLP,LPA,Gran Canaria,Gran Canaria Island,Gran Canaria,27.9319,-15.386599,ES,2,04:40:00,238730.7128,280.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPFR,FAO,Faro,Faro,Faro,37.0144,-7.965909,PT,1.86,03:00:00,147623.4505,180.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LTAI,AYT,Antalya,Antalya,Antalya,36.8987,30.8005,TR,1.71,04:30:00,247710.8359,270.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EDDB,BER,Berlin Brandenburg,Berlin,Brandenburg,52.35139,13.493889,DE,1.71,01:55:00,84222.66633,115.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EPKK,KRK,John Paul II   Krak?w-Balice,Krak?w,John Paul II   -Balice,50.0777,19.7848,PL,1.71,02:30:00,123296.7342,150.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GMMX,RAK,Menara,Marrakech,Menara,31.6069,-8.036299,MA,1.43,03:40:00,194321.6196,220.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,GMAD,AGA,Al Massira,Agadir,Al Massira,30.325,-9.413069,MA,1.29,03:50:00,207178.3177,230.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPMA,FNC,Madeira,Funchal,Madeira,32.6979,-16.7745,PT,1.29,04:00:00,203013.6345,240.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEPA,PMI,Palma De Mallorca,Palma De Mallorca,Palma De Mallorca,39.5517,2.73881,ES,1.29,02:45:00,124886.8192,165.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LGAV,ATH,Eleftherios Venizelos,Athens,Eleftherios Venizelos,37.9364,23.944498,GR,1.14,03:50:00,208593.7522,230.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LMML,MLA,Malta,Luqa,Malta,35.8575,14.4775,MT,1.14,03:30:00,185074.2941,210.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LCPH,PFO,Paphos,Paphos,Paphos,34.718,32.4857,CY,1.14,04:45:00,269908.8561,285.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LBSF,SOF,Sofia,Sofia,Sofia,42.696693,23.411436,BG,1.14,03:20:00,176487.95,200.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,EDDH,HAM,Hamburg,Hamburg,Hamburg,53.6304,9.988229,DE,0.86,01:40:00,64266.36187,100.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIPZ,VCE,Venice Marco Polo,Venice,Marco Polo,45.5053,12.3519,IT,0.86,02:25:00,108181.4049,145.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIMF,TRN,Turin,Torino,Turin,45.2008,7.64963,IT,0.75,02:10:00,91396.49793,130.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LPPR,OPO,Francisco de S? Carneiro,Porto,Francisco de S? Carneiro,41.2481,-8.681389,PT,0.71,02:25:00,112889.2212,145.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFSB,BSL,Euro Basel-Mulhouse-Freiburg,B?le/Mulhouse,Euro Basel-Mulhouse-Freiburg,47.5896,7.52991,FR,0.57,01:50:00,74641.87174,110.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFBD,BOD,Bordeaux-M?rignac,Bordeaux/M?rignac,Bordeaux-M?rignac,44.8283,-0.715556,FR,0.57,01:50:00,75435.0018,110.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LIRP,PSA,Pisa,Pisa,Pisa,43.6839,10.3927,IT,0.57,02:30:00,112276.9159,150.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LLBG,TLV,Ben Gurion,Tel Aviv Yafo,Ben Gurion,32.0114,34.8867,IL,0.43,05:10:00,299383.9763,310.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LEBB,BIO,Bilbao,Bilbao,Bilbao,43.3011,-2.910609,ES,0.29,02:05:00,88384.6861,125.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFLL,LYS,Lyon Saint-Exup?ry,Lyon,Saint-Exup?ry,45.7264,5.090829,FR,0.29,01:58:00,79057.48992,118.00
EGCC,MAN,Manchester Airport,Manchester,England,GB,53.35369873,-2.274950028,Europe/London,LFMN,NCE,Nice-C?te d'Azur,Nice,C?te d'Azur,43.6584,7.215869,FR,0.29,02:30:00,101410.7096,150.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EHAM,AMS,Amsterdam Schiphol,Amsterdam,Schiphol,52.3086,4.763889,NL,4.14,01:20:00,41523.72615,80.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EGPH,EDI,Edinburgh,Edinburgh,Edinburgh,55.95,-3.372499,GB,4,01:15:00,40302.56825,75.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LSGG,GVA,Geneva Cointrin,Geneva,Cointrin,46.2381,6.10895,CH,4,01:40:00,68228.08773,100.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EGPF,GLA,Glasgow,Glasgow,Glasgow,55.8719,-4.43306,GB,3,01:15:00,40471.85473,75.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEAL,ALC,Alicante,Alicante,Alicante,38.2822,-0.558156,ES,2.86,02:25:00,115787.1917,145.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EGAA,BFS,Belfast,Belfast,Belfast,54.6575,-6.215829,GB,2.71,01:10:00,34232.96436,70.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,GCTS,TFS,Tenerife South,Tenerife Island,Tenerife South,28.0445,-16.5725,ES,2.44,04:10:00,224317.2185,250.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEMG,AGP,M?laga,M?laga,M?laga,36.6749,-4.49911,ES,2.43,02:40:00,129585.0147,160.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LPFR,FAO,Faro,Faro,Faro,37.0144,-7.965909,PT,2,02:35:00,130320.757,155.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEBL,BCN,Barcelona,Barcelona,Barcelona,41.2971,2.078459,ES,1.86,02:05:00,93196.96816,125.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFPG,CDG,Charles de Gaulle,Paris,Charles de Gaulle,49.0128,2.549999,FR,1.86,01:20:00,36276.87772,80.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,GCRR,ACE,Lanzarote,Lanzarote Island,Lanzarote,28.9455,-13.605199,ES,1.72,04:00:00,209481.6246,240.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFPO,ORY,Paris-Orly,Paris,Orly,48.7253,2.35944,FR,1.57,01:25:00,37009.75113,85.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,EPKK,KRK,John Paul II   Krak?w-Balice,Krak?w,John Paul II   -Balice,50.0777,19.7848,PL,1.29,02:30:00,125544.3177,150.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEMD,MAD,Adolfo Su?rez Madrid?Barajas,Madrid,Adolfo Su?rez ?Barajas,40.4936,-3.56676,ES,1.29,02:15:00,95754.72908,135.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LPPT,LIS,Lisbon Portela,Lisbon,Portela,38.7813,-9.135919,PT,1.14,02:30:00,117500.0627,150.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LEPA,PMI,Palma De Mallorca,Palma De Mallorca,Palma De Mallorca,39.5517,2.73881,ES,0.86,02:20:00,109135.2344,140.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LIRF,FCO,Leonardo da Vinci?Fiumicino,Rome,Leonardo da Vinci?Fiumicino,41.8045,12.2508,IT,0.86,02:35:00,123206.971,155.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,GCLP,LPA,Gran Canaria,Gran Canaria Island,Gran Canaria,27.9319,-15.386599,ES,0.83,04:10:00,222162.1129,250.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFSB,BSL,Euro Basel-Mulhouse-Freiburg,B?le/Mulhouse,Euro Basel-Mulhouse-Freiburg,47.5896,7.52991,FR,0.57,01:40:00,67384.80814,100.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,GCFV,FUE,Fuerteventura,Fuerteventura Island,Fuerteventura,28.4527,-13.8638,ES,0.57,04:00:00,214191.8222,240.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LPMA,FNC,Madeira,Funchal,Madeira,32.6979,-16.7745,PT,0.57,03:35:00,187232.3429,215.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LCPH,PFO,Paphos,Paphos,Paphos,34.718,32.4857,CY,0.57,04:45:00,265813.13,285.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LKPR,PRG,Ruzyn,Prague,Ruzyn,50.1008,14.26,CZ,0.57,02:00:00,95131.48936,120.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFBO,TLS,Toulouse-Blagnac,Toulouse-Blagnac,Toulouse-Blagnac,43.6291,1.363819,FR,0.57,01:45:00,72277.66754,105.00
EGGD,BRS,Bristol International Airport,Bristol,England,GB,51.38270187,-2.719089985,Europe/London,LFLS,GNB,Grenoble-Is?re,Grenoble/Saint-Geoirs,Grenoble-Is?re,45.3629,5.32937,FR,0.43,01:45:00,70736.00732,105.00
